Issue ID,Rule ID,Screen,URL,Issue Frequency,Assistive Technology Combination,Summary,Steps to Reproduce,Actual Result,Expected Result,Screenshot,WCAG Success Criteria,WCAG Conformance Level,Functional Impact,Accessibility Impact / Severity,Instances,Disability Affected,Recommendation,QA Status,QA Comment,QA Screencast,QA Recommendation,,,,
122,man-cc-3,PGA Tour – Video,https://www.pgatour.com/video.html,Individual,Windows/Chrome,Insufficient color contrast,"1. Go to the URL.
2. Browse through the page until reaching Main content and search for the placeholder text ""Search for something"".
3. Use Colour Contrast Analyzer to measure the contrast ratio.","The color contrast ratio between the placeholder ""Search for something"". and its background is less than 4.5:1.","The color contrast ratio of placeholder text ""Search for something"" and its background is of at least 4.5:1.","https://www.screencast.com/t/LVhRCYBxBR

https://www.screencast.com/t/y8ZADmaikG",1.4.3,AA,Low,High,"1. PGA-Tour Video player: After the PGA tour video on search edit field  Text""Search for something"" its color contrast ratio is less than 4.5:1.
",Visual,"Make sure that the element has a contrast ratio of at least 4.5:1.

Good color option:
Foreground: #6E7296
Background: #FFFFFF


For more color options:
https://contrast-finder.tanaguru.com/
http://colorsafe.co/

Refer to:
https://www.w3.org/WAI/WCAG21/Understanding/contrast-minimum.html
https://www.w3.org/TR/WCAG20-TECHS/G18.html
https://www.w3.org/WAI/GL/low-vision-a11y-tf/wiki/Contrast_(Minimum)
",Open,,,,,,,
123,man-cc-3,PGA Tour – Video,https://www.pgatour.com/video.html,Global,Windows/Chrome,Insufficient color contrast,"1. Go to the URL.
2. Browse through the page until reaching Main header  and search for the under Frame text ""Highlights""
3. Use Colour Contrast Analyzer to measure the contrast ratio.","The color contrast ratio between the frame text ""Highlights"" and its background is less than 4.5:1.","The color contrast ratio of frame text ""Highlights"" and its background is of at least 4.5:1.",https://www.screencast.com/t/XisCSQchmVo,1.4.3,AA,Low,High,,Visual,"Make sure that the element has a contrast ratio of at least 4.5:1.

Good color option:
Foreground: #71808E
Background: #001629


For more color options:
https://contrast-finder.tanaguru.com/
http://colorsafe.co/

Refer to:
https://www.w3.org/WAI/WCAG21/Understanding/contrast-minimum.html
https://www.w3.org/TR/WCAG20-TECHS/G18.html
https://www.w3.org/WAI/GL/low-vision-a11y-tf/wiki/Contrast_(Minimum)
",Open,,,,,,,
124,man-key-19,PGA Tour – News Article (Templated),https://www.pgatour.com/news/2021/07/07/mini-tour-legend-eric-cole-makes-leap-2021-john-deere-classic.html,Individual,Windows/ Chrome,Incorrect focus visibility,"1. Go to the Home Page.
2. Navigate the page using the keyboard.
3. Notice when reaching most views News stories, focus is not fully visible.","Focus is not fully visible on the element when the user navigates through the focusable elements with the keyboard.

Having a visual reference as to where the user is positioned on the page is important to make navigation easier for keyboard-only users and people with cognitive disabilities or attention disorders.","Focus border is visible around all the focusable elements.

The color contrast ratio of the focus border against the element's background should be of at least 4.5:1.
",https://www.screencast.com/t/8fax9nwEoKB,2.4.7,AA,High,High,"PGA Tour – Live : Live & Replay carousel like ""main broadcast""
[Screencast: https://www.screencast.com/t/ELlD7qx9S]","Cognitive, Visual, Physical","Provide a visible border on each interactive element using CSS. Review absolute values such as ""top"", ""right"" to make sure focus is fully visible.

Refer to:
https://www.w3.org/TR/UNDERSTANDING-WCAG20/navigation-mechanisms-focus-visible.html
https://www.w3.org/TR/2016/NOTE-WCAG20-TECHS-20161007/C15
",Open,,,,,,,
125,man-sr-60,PGA Tour – Live, https://www.pgatour.com/live.html,Individual,"Windows/ Chrome/ NVDA
macOS/ Safari/ Voiceover",No role for control defined,"1. Go to the URL.
2. Navigate through the website until reaching element ""Latest, watch, explore, login, and register"".
3. Notice that the screen reader announces as plain text.","The screen reader announces element ""Latest, watch, explore, login, and register"" as plain text.","The screen reader announces the current element ""Latest, watch, explore, login, and register"" as a button.","https://www.screencast.com/t/CYaQWIi8

https://www.screencast.com/t/0aacXGz6YQm7

https://www.screencast.com/t/7cHrw64VP",4.1.2,A,High,High,"1. Leaderboard: Under Leaderboard table, After selecting the play details, the screen reader does not announce any role and label for all the elements.

","Visual, Cognitive","Use the proper <button> tag and Use aria-label to provide the labels for he controls.

OR

Use a tabindex=""0"" attribute to make the item focusable.
Add a role=""button"". Also, make sure the element can be triggered when using the SPACEbar or ENTER key. 

Refer to: https://developer.mozilla.org/en-US/docs/Web/Accessibility/ARIA/Roles/button_role
",Open,,,,,,,
126,man-key-18,PGA Tour – Live, https://www.pgatour.com/live.html,Individual,Windows/ Chrome,"Button ""x"" not triggerable through keyboard","1. Go to the URL.
2. Navigate through the page using the keyboard until you reach the ""close (x) button"".
3. Notice that close (x) button is not triggerable using the keyboard.
","Focus does not reach close (x) button.

This is important for users with motor impairments who navigate through the page using keyboard only.",Focus reaches the element.,https://www.screencast.com/t/kbqCD4Mlfe6V,2.1.1,A,High,Critical,,"Visual, Physical","Use the proper <button> tag.

OR

Use a tabindex=""0"" attribute to make the item focusable.
Add a role=""button"". Also, make sure the element can be triggered when using the SPACEbar or ENTER key. 

Refer to: https://developer.mozilla.org/en-US/docs/Web/Accessibility/ARIA/Roles/button_role
",Open,,,,,,,
127,man-key-22,PGA Tour – Live, https://www.pgatour.com/live.html,Individual,Windows/ Chrome,Tab focus unnecessary moves to non interactive elements,"1. Go to the URL.
2. Navigate the page using the TAB key.
3. Notice that non-interactive elements are being focused on.",Tab focus unnecessary moves to all non interactive elements ,Tab focus does not move to any non-interactive elements.,"https://www.screencast.com/t/7DFEMAXd

https://www.screencast.com/t/d2VxQPlr",1.3.1,A,Low,High,,"Visual, Cognitive, Physical","Remove the unnecessary tabindex=""0"" attribute.",Open,,,,,,,
128,man-sr-23,PGA Tour – Live, https://www.pgatour.com/live.html,Individual,"Windows/ Chrome/ NVDA
macOS/ Safari/ Voiceover",Incorrect label provided,"1. Go to the URL.
2. Navigate through the website until reaching previous button.
3. Notice that the screen reader does not properly announce the purpose of the previous button.","The label of previous button is not clear.

This might be causing some difficulties for all users—but particularly for those with cognitive, language, and learning disabilities—when trying to enter information correctly.",The label describes precisely the desired input.,https://www.screencast.com/t/ERlVLpMB4Nj,3.3.2,A,Low,High,Observation: This issue is reproducible for all the buttons on the page,Cognitive,"Verify that form labels announce the information that should be provided on the input fields.

Either add an aria-labelledby or aria-describedby attribute to add more clarity about the input needed from the user or modify the current text in order to provide clear and unambiguous instructions.

Refer to:
https://www.w3.org/WAI/WCAG21/Techniques/aria/ARIA1
https://developer.mozilla.org/en-US/docs/Web/Accessibility/ARIA/ARIA_Techniques/Using_the_aria-describedby_attribute",Open,,,,,,,
129,custom,PGA Tour – Live, https://www.pgatour.com/live.html,Individual,"Windows/ Chrome/ NVDA
macOS/ Safari/ Voiceover","Instruction is not associated with the edit field ""password""","1. Go to the URL.
2. Navigate through the website until reaching register create an account (password).
3. Notice that instruction is not associated with the edit field.","Instruction is not associated with the edit field ""password"".","Instruction is associated with the edit field ""password"".",https://www.screencast.com/t/r9GqilOOQze,1.3.1,A,Low,High,,Visual,"Use aria-labelledby to associate the instruction with the edit field.

Refer to: https://www.w3.org/WAI/tutorials/forms/instructions/",Open,,,,,,,
130,man-key-7,Tour - Cast,https://www.pgatour.com/tourcast.html#/,Individual,Windows/ Chrome,Focus is not visible Individually,"1. Go to the Home Page.
2. Navigate the page using the keyboard.","Focus is not visible on Holes 1 to 18  individually, while the user is navigating through focusable elements with the keyboard.

Having a visual reference as to where the user is positioned on the page is important to make navigation easier for keyboard-only users and people with cognitive disabilities or attention disorders.","Focus border is visible around all the focusable elements.
individually also.",https://www.screencast.com/t/xrbVoCeNl04c,2.4.7,AA,Low,High,,"Cognitive, Visual, Physical","Provide a visible border/outline on each interactive element using CSS.

Refer to:
https://www.w3.org/TR/UNDERSTANDING-WCAG20/navigation-mechanisms-focus-visible.html
https://www.w3.org/TR/2016/NOTE-WCAG20-TECHS-20161007/C15",Open,,,,,,,
131,man-key-19,Tour - Cast,https://www.pgatour.com/tourcast.html#/,Individual,Windows/ Chrome,Incorrect focus visibility,"1. Go to the Home Page.
2. Navigate the page using the keyboard.
3. Notice when reaching Next button, focus is not fully visible.","Focus is not fully visible on the element when the user navigates through the focusable elements with the keyboard.

Having a visual reference as to where the user is positioned on the page is important to make navigation easier for keyboard-only users and people with cognitive disabilities or attention disorders.","Focus border is visible around all the focusable elements.

The color contrast ratio of the focus border against the element's background should be of at least 4.5:1.
",https://www.screencast.com/t/0ZM23NRg,2.4.7,AA,High,High,,"Cognitive, Visual, Physical","Provide a visible border on each interactive element using CSS. Review absolute values such as ""top"", ""right"" to make sure focus is fully visible.

Refer to:
https://www.w3.org/TR/UNDERSTANDING-WCAG20/navigation-mechanisms-focus-visible.html
https://www.w3.org/TR/2016/NOTE-WCAG20-TECHS-20161007/C15
",Open,,,,,,,
132,man-sr-56,Tour - Cast,https://www.pgatour.com/tourcast.html#/,Individual,"Windows/ Chrome/ NVDA
",Disabled state not announced,"1. Go to the URL.
2. Navigate through the website until reaching the previous button.
3. Notice that the screen reader does not announce the dimmed state of the  previous button.","The state of the previous button, whether its content is dimmed, is not announced by the screen reader.

This might confuse the user due to the lack of information they have about the state of the element.",There is an aria-disabled attribute that indicates the current state of the button.,https://www.screencast.com/t/mZknSdaONTl,4.1.2,A,Low,High,,"Visual, Cognitive","Add aria-disabled=""true"" to the previous button. 
This can also be achieved by using HTML5 ""disabled"" attribute.

Refer to:
https://www.w3.org/TR/wai-aria-1.1/#aria-disabled",Open,,,,,,,
133,man-sr-26,Tour - Cast,https://www.pgatour.com/tourcast.html#/,Individual,"Windows/ Chrome/ NVDA
",Unlabelled button,"1. Go to the URL.
2. Navigate through the website until reaching share button.
3. Notice that the screen reader does not announce button 's purpose.","The screen reader announces the close button  as ""button"".

This could potentially confuse the user because they are not aware of the action that is going to be performed.",The screen reader announces the action that is going to be performed when the button is triggered.,"https://www.screencast.com/t/6x3is2D4G

https://www.screencast.com/t/0N2HFOEPriu",4.1.2,A,Low,Critical,"1. PGA Tour – Champions video ""First Tee kids surprised with spot at Pebble Beach"" no label for previous & next button.
","Visual, Cognitive","Use an aria-label or aria-labelledby attribute to provide a proper label for the button ""close"". 

Refer to:
https://developers.google.com/web/fundamentals/accessibility/semantics-aria/aria-labels-and-relationships",Open,,,,,,,
134,man-key-18,Tour - Cast,https://www.pgatour.com/tourcast.html#/,Individual,Windows/ Chrome,Social media links not triggerable through keyboard,"1. Go to the URL.
2. Navigate through the page using the keyboard until you reach the button share and select it.
3. Notice that focus does not reach the (facebook, twitter and email) .
","Focus does not reach share on social media (facebook, twitter and email) .

This is important for users with motor impairments who navigate through the page using keyboard only.",Focus reaches the element.,https://www.screencast.com/t/GPEF0MvP0l,2.1.1,A,High,Critical,,"Visual, Physical","Use the proper <a> tag.

OR

Use a tabindex=""0"" attribute to make the item focusable. 
Add a role=""link"". Also, make sure the element can be triggered when using the ENTER key.

Refer to: https://developer.mozilla.org/en-US/docs/Web/Accessibility/ARIA/ARIA_Techniques/Using_the_link_role",Open,,,,,,,
